measure,location,sample date,value
Biochemical Oxygen,Somchair,15-Nov-12,2.54
Water temperature,Busarakhan,15-Nov-12,17
Dissolved oxygen,Busarakhan,15-Nov-12,8.85
Ammonium,Busarakhan,15-Nov-12,0.1943
Nitrites,Busarakhan,15-Nov-12,0.0283
Nitrates,Busarakhan,15-Nov-12,1.9594
Total nitrogen,Busarakhan,15-Nov-12,2.62
Orthophosphate-phosphorus,Busarakhan,15-Nov-12,0.0186
Total phosphorus,Busarakhan,15-Nov-12,0.032
Biochemical Oxygen,Busarakhan,15-Nov-12,2.02
Water temperature,Chai,15-Nov-12,15
Dissolved oxygen,Chai,15-Nov-12,8.09
Ammonium,Chai,15-Nov-12,0.2984
Nitrites,Chai,15-Nov-12,0.0134
Nitrates,Chai,15-Nov-12,2.075433333
Total nitrogen,Chai,15-Nov-12,2.856666667
Orthophosphate-phosphorus,Chai,15-Nov-12,0.0212
Total phosphorus,Chai,15-Nov-12,0.029333333
Biochemical Oxygen,Chai,15-Nov-12,1.323333333
Water temperature,Achara,16-Nov-12,11
Dissolved oxygen,Achara,16-Nov-12,9.7
Ammonium,Achara,16-Nov-12,0.106
Nitrites,Achara,16-Nov-12,0.045
Nitrates,Achara,16-Nov-12,0.83
Total nitrogen,Achara,16-Nov-12,1.44
Organic nitrogen,Achara,16-Nov-12,0.46
Orthophosphate-phosphorus,Achara,16-Nov-12,0.053
Total phosphorus,Achara,16-Nov-12,0.138
Silica (SiO2),Achara,16-Nov-12,9.3
Calcium,Achara,16-Nov-12,45.5
Magnesium,Achara,16-Nov-12,7.8
Chlorides,Achara,16-Nov-12,13.5
Zinc,Achara,16-Nov-12,5
Copper,Achara,16-Nov-12,1.6
Chromium,Achara,16-Nov-12,0
Lead,Achara,16-Nov-12,0.5
Cadmium,Achara,16-Nov-12,0.25
Mercury,Achara,16-Nov-12,0
Nickel,Achara,16-Nov-12,0
Arsenic,Achara,16-Nov-12,1.4
Biochemical Oxygen,Achara,16-Nov-12,2.1
Chemical Oxygen Demand (Cr),Achara,16-Nov-12,0
Chemical Oxygen Demand (Mn),Achara,16-Nov-12,3.4
Water temperature,Boonsri,17-Nov-12,10
Dissolved oxygen,Boonsri,17-Nov-12,9.69
Oxygen saturation,Boonsri,17-Nov-12,88.73333333
Total hardness,Boonsri,17-Nov-12,4.443333333
Bicarbonates,Boonsri,17-Nov-12,213.7033333
Total dissolved salts,Boonsri,17-Nov-12,293.3333333
Ammonium,Boonsri,17-Nov-12,0.038333333
Nitrites,Boonsri,17-Nov-12,0.0083
Nitrates,Boonsri,17-Nov-12,0.979
Orthophosphate-phosphorus,Boonsri,17-Nov-12,0.031
Total phosphorus,Boonsri,17-Nov-12,0.095
Sodium,Boonsri,17-Nov-12,19.33333333
Potassium,Boonsri,17-Nov-12,3
Calcium,Boonsri,17-Nov-12,56.89
Magnesium,Boonsri,17-Nov-12,20.04666667
Chlorides,Boonsri,17-Nov-12,23.03333333
Sulphates,Boonsri,17-Nov-12,36.14
Iron,Boonsri,17-Nov-12,0.246666667
Manganese,Boonsri,17-Nov-12,0
Zinc,Boonsri,17-Nov-12,69.68666667
Copper,Boonsri,17-Nov-12,2.378
Chromium,Boonsri,17-Nov-12,1.196666667
Lead,Boonsri,17-Nov-12,2.116333333
Cadmium,Boonsri,17-Nov-12,0
Mercury,Boonsri,17-Nov-12,0
Nickel,Boonsri,17-Nov-12,0
Arsenic,Boonsri,17-Nov-12,0
Biochemical Oxygen,Boonsri,17-Nov-12,3
Chemical Oxygen Demand (Cr),Boonsri,17-Nov-12,9.666666667
Chemical Oxygen Demand (Mn),Boonsri,17-Nov-12,3.366666667
Total coliforms,Boonsri,17-Nov-12,4.5
Fecal coliforms,Boonsri,17-Nov-12,0.282333333
Fecal streptococci ,Boonsri,17-Nov-12,0.019666667
Water temperature,Decha,18-Nov-12,8
Dissolved oxygen,Decha,18-Nov-12,11.2
Total dissolved salts,Decha,18-Nov-12,294
Ammonium,Decha,18-Nov-12,0.076
Nitrites,Decha,18-Nov-12,0.011
Nitrates,Decha,18-Nov-12,0.748
Total nitrogen,Decha,18-Nov-12,1.156
Orthophosphate-phosphorus,Decha,18-Nov-12,0.014
Total phosphorus,Decha,18-Nov-12,0.076
Calcium,Decha,18-Nov-12,45.69
Magnesium,Decha,18-Nov-12,12.92
Chlorides,Decha,18-Nov-12,37.23
Sulphates,Decha,18-Nov-12,39.023
Cyanides,Decha,18-Nov-12,2.47
Iron,Decha,18-Nov-12,0.043
Manganese,Decha,18-Nov-12,0
Zinc,Decha,18-Nov-12,0
Copper,Decha,18-Nov-12,0
Chromium,Decha,18-Nov-12,15
Lead,Decha,18-Nov-12,0
Cadmium,Decha,18-Nov-12,0
Nickel,Decha,18-Nov-12,0
Biochemical Oxygen,Decha,18-Nov-12,1.29
Chemical Oxygen Demand (Cr),Decha,18-Nov-12,0
Chemical Oxygen Demand (Mn),Decha,18-Nov-12,4.74
Anionic active surfactants,Decha,18-Nov-12,0
Atrazine,Decha,18-Nov-12,0
"p,p-DDT",Decha,18-Nov-12,0.0025
gamma-Hexachlorocyclohexane,Decha,18-Nov-12,0
Water temperature,Somchair,22-Nov-12,12
Dissolved oxygen,Somchair,22-Nov-12,9.05
Ammonium,Somchair,22-Nov-12,0.0816
Nitrites,Somchair,22-Nov-12,0.0298
Nitrates,Somchair,22-Nov-12,2.1673
Total nitrogen,Somchair,22-Nov-12,2.72
Orthophosphate-phosphorus,Somchair,22-Nov-12,0.0333
Total phosphorus,Somchair,22-Nov-12,0.115
Biochemical Oxygen,Somchair,22-Nov-12,2.41
Water temperature,Busarakhan,22-Nov-12,12.5
Dissolved oxygen,Busarakhan,22-Nov-12,8.57
Ammonium,Busarakhan,22-Nov-12,0.0637
Nitrites,Busarakhan,22-Nov-12,0.031
Nitrates,Busarakhan,22-Nov-12,1.9549
Total nitrogen,Busarakhan,22-Nov-12,2.45
Orthophosphate-phosphorus,Busarakhan,22-Nov-12,0.0398
Total phosphorus,Busarakhan,22-Nov-12,0.128
Biochemical Oxygen,Busarakhan,22-Nov-12,2.19
Water temperature,Achara,22-Nov-12,11.4
Dissolved oxygen,Achara,22-Nov-12,11
Ammonium,Achara,22-Nov-12,0.09
Nitrites,Achara,22-Nov-12,0.017
Nitrates,Achara,22-Nov-12,0.82
Total nitrogen,Achara,22-Nov-12,1
Organic nitrogen,Achara,22-Nov-12,0.07
Orthophosphate-phosphorus,Achara,22-Nov-12,0.026
Total phosphorus,Achara,22-Nov-12,0.105
Biochemical Oxygen,Achara,22-Nov-12,2.7
Chemical Oxygen Demand (Cr),Achara,22-Nov-12,10
Chemical Oxygen Demand (Mn),Achara,22-Nov-12,3.1
Water temperature,Kohsoom,24-Nov-12,11.5
Dissolved oxygen,Kohsoom,24-Nov-12,6.26
Oxygen saturation,Kohsoom,24-Nov-12,59.4
Total hardness,Kohsoom,24-Nov-12,4.4
Bicarbonates,Kohsoom,24-Nov-12,233.75
Total dissolved salts,Kohsoom,24-Nov-12,314
Ammonium,Kohsoom,24-Nov-12,1.793
Nitrites,Kohsoom,24-Nov-12,0.053
Nitrates,Kohsoom,24-Nov-12,1.224
Total nitrogen,Kohsoom,24-Nov-12,3.68
Orthophosphate-phosphorus,Kohsoom,24-Nov-12,0.114
Total phosphorus,Kohsoom,24-Nov-12,0.16
Sodium,Kohsoom,24-Nov-12,28.4
Potassium,Kohsoom,24-Nov-12,6.1
Calcium,Kohsoom,24-Nov-12,66.1
Magnesium,Kohsoom,24-Nov-12,13.22
Chlorides,Kohsoom,24-Nov-12,31.15
Sulphates,Kohsoom,24-Nov-12,43.83
Iron,Kohsoom,24-Nov-12,0.2576
Manganese,Kohsoom,24-Nov-12,0.05115
Zinc,Kohsoom,24-Nov-12,21
Copper,Kohsoom,24-Nov-12,8.6
Chromium,Kohsoom,24-Nov-12,7.7
Lead,Kohsoom,24-Nov-12,3.3
Cadmium,Kohsoom,24-Nov-12,0
Mercury,Kohsoom,24-Nov-12,0.4
Nickel,Kohsoom,24-Nov-12,5.2
Arsenic,Kohsoom,24-Nov-12,2.6
Biochemical Oxygen,Kohsoom,24-Nov-12,5.1
Chemical Oxygen Demand (Cr),Kohsoom,24-Nov-12,20.8
Chemical Oxygen Demand (Mn),Kohsoom,24-Nov-12,5.12
Anionic active surfactants,Kohsoom,24-Nov-12,0
Petroleum hydrocarbons,Kohsoom,24-Nov-12,0
Total coliforms,Kohsoom,24-Nov-12,270
Fecal coliforms,Kohsoom,24-Nov-12,7.9
Fecal streptococci ,Kohsoom,24-Nov-12,1.3
Water temperature,Tansanee,26-Nov-12,15
Bicarbonates,Tansanee,26-Nov-12,197.6
Ammonium,Tansanee,26-Nov-12,0.142
Nitrites,Tansanee,26-Nov-12,0.022
Nitrates,Tansanee,26-Nov-12,1.775
Orthophosphate-phosphorus,Tansanee,26-Nov-12,0.066
Total phosphorus,Tansanee,26-Nov-12,0.112
Water temperature,Tansanee,30-Nov-12,10
Dissolved oxygen,Tansanee,30-Nov-12,9.62
Oxygen saturation,Tansanee,30-Nov-12,88.1
Bicarbonates,Tansanee,30-Nov-12,181.8
Total dissolved salts,Tansanee,30-Nov-12,730
Ammonium,Tansanee,30-Nov-12,0.241
Nitrites,Tansanee,30-Nov-12,0.026
Nitrates,Tansanee,30-Nov-12,2.167
Orthophosphate-phosphorus,Tansanee,30-Nov-12,0.112
Total phosphorus,Tansanee,30-Nov-12,0.243
Iron,Tansanee,30-Nov-12,0.05
Manganese,Tansanee,30-Nov-12,0.082
Biochemical Oxygen,Tansanee,30-Nov-12,1.5
Chemical Oxygen Demand (Cr),Tansanee,30-Nov-12,68.64
Anionic active surfactants,Tansanee,30-Nov-12,0
Bicarbonates,Tansanee,03-Dec-12,240.3
Ammonium,Tansanee,03-Dec-12,1.136
Nitrites,Tansanee,03-Dec-12,0.035
Nitrates,Tansanee,03-Dec-12,2.805
Orthophosphate-phosphorus,Tansanee,03-Dec-12,0.026
Total phosphorus,Tansanee,03-Dec-12,0.048
Water temperature,Chai,06-Dec-12,6.833333333
Dissolved oxygen,Chai,06-Dec-12,8.273333333
Total dissolved salts,Chai,06-Dec-12,292.6666667
Ammonium,Chai,06-Dec-12,0.117333333
Nitrites,Chai,06-Dec-12,0.0231
Nitrates,Chai,06-Dec-12,2.2178
Total nitrogen,Chai,06-Dec-12,2.82
Orthophosphate-phosphorus,Chai,06-Dec-12,0.0866
Total phosphorus,Chai,06-Dec-12,0.196666667
Sodium,Chai,06-Dec-12,17.93333333
Potassium,Chai,06-Dec-12,2.966666667
Calcium,Chai,06-Dec-12,51.48333333
Magnesium,Chai,06-Dec-12,18.66666667
Chlorides,Chai,06-Dec-12,27.76666667
Biochemical Oxygen,Chai,06-Dec-12,2.03
Chemical Oxygen Demand (Cr),Chai,06-Dec-12,21.63333333
Chemical Oxygen Demand (Mn),Chai,06-Dec-12,2.92
Water temperature,Achara,07-Dec-12,8
Dissolved oxygen,Achara,07-Dec-12,11.5
Ammonium,Achara,07-Dec-12,0.107
Nitrites,Achara,07-Dec-12,0.015
Nitrates,Achara,07-Dec-12,0.63
Total nitrogen,Achara,07-Dec-12,1
Organic nitrogen,Achara,07-Dec-12,0.2
Orthophosphate-phosphorus,Achara,07-Dec-12,0.032
Total phosphorus,Achara,07-Dec-12,0.091
Biochemical Oxygen,Achara,07-Dec-12,2
Chemical Oxygen Demand (Cr),Achara,07-Dec-12,0
Chemical Oxygen Demand (Mn),Achara,07-Dec-12,2.1
Water temperature,Somchair,08-Dec-12,7
Dissolved oxygen,Somchair,08-Dec-12,8.55
Total dissolved salts,Somchair,08-Dec-12,561
Ammonium,Somchair,08-Dec-12,0.5486
Nitrites,Somchair,08-Dec-12,0.0204
Nitrates,Somchair,08-Dec-12,2.0634
Total nitrogen,Somchair,08-Dec-12,3.15
Orthophosphate-phosphorus,Somchair,08-Dec-12,0.0326
Total phosphorus,Somchair,08-Dec-12,0.101
Sodium,Somchair,08-Dec-12,27.9
Potassium,Somchair,08-Dec-12,3.8
Calcium,Somchair,08-Dec-12,60.28
Magnesium,Somchair,08-Dec-12,22.86
Chlorides,Somchair,08-Dec-12,60.35
Biochemical Oxygen,Somchair,08-Dec-12,2.02
Chemical Oxygen Demand (Cr),Somchair,08-Dec-12,46.36
Chemical Oxygen Demand (Mn),Somchair,08-Dec-12,9.23
Water temperature,Busarakhan,08-Dec-12,8.5
Dissolved oxygen,Busarakhan,08-Dec-12,7.68
Total dissolved salts,Busarakhan,08-Dec-12,529
Ammonium,Busarakhan,08-Dec-12,0.4025
Nitrites,Busarakhan,08-Dec-12,0.0167
Nitrates,Busarakhan,08-Dec-12,1.2837
Total nitrogen,Busarakhan,08-Dec-12,2.04
Orthophosphate-phosphorus,Busarakhan,08-Dec-12,0.0391
Total phosphorus,Busarakhan,08-Dec-12,0.13
Sodium,Busarakhan,08-Dec-12,22.7
Potassium,Busarakhan,08-Dec-12,3.5
Calcium,Busarakhan,08-Dec-12,56.51
Magnesium,Busarakhan,08-Dec-12,20.57
Chlorides,Busarakhan,08-Dec-12,53.25
Biochemical Oxygen,Busarakhan,08-Dec-12,2.31
Chemical Oxygen Demand (Cr),Busarakhan,08-Dec-12,32.45
Chemical Oxygen Demand (Mn),Busarakhan,08-Dec-12,5.23
Water temperature,Tansanee,09-Dec-12,11
Dissolved oxygen,Tansanee,09-Dec-12,7.68
Oxygen saturation,Tansanee,09-Dec-12,71.98
Total dissolved salts,Tansanee,09-Dec-12,552
Ammonium,Tansanee,09-Dec-12,0.681
Nitrites,Tansanee,09-Dec-12,0.04
Nitrates,Tansanee,09-Dec-12,1.469
Orthophosphate-phosphorus,Tansanee,09-Dec-12,0.018
Total phosphorus,Tansanee,09-Dec-12,0.039
Water temperature,Chai,09-Dec-12,5.833333333
Dissolved oxygen,Chai,09-Dec-12,8.483333333
Ammonium,Chai,09-Dec-12,0.1163
Nitrites,Chai,09-Dec-12,0.0166
Nitrates,Chai,09-Dec-12,2.1086
Total nitrogen,Chai,09-Dec-12,2.683333333
Orthophosphate-phosphorus,Chai,09-Dec-12,0.037066667
Total phosphorus,Chai,09-Dec-12,0.133333333
Biochemical Oxygen,Chai,09-Dec-12,1.963333333
Water temperature,Kannika,09-Dec-12,8
Dissolved oxygen,Kannika,09-Dec-12,11.03333333
Total hardness,Kannika,09-Dec-12,11.42333333
Total dissolved salts,Kannika,09-Dec-12,358.3333333
Ammonium,Kannika,09-Dec-12,0.108533333
Nitrites,Kannika,09-Dec-12,0.056633333
Nitrates,Kannika,09-Dec-12,1.838133333
Total nitrogen,Kannika,09-Dec-12,2.393333333
Orthophosphate-phosphorus,Kannika,09-Dec-12,0.044533333
Total phosphorus,Kannika,09-Dec-12,0.050666667
Sodium,Kannika,09-Dec-12,22.1
Potassium,Kannika,09-Dec-12,3.266666667
Calcium,Kannika,09-Dec-12,48.30333333
Magnesium,Kannika,09-Dec-12,20.57
Sulphates,Kannika,09-Dec-12,35.5
Biochemical Oxygen,Kannika,09-Dec-12,2.233333333
Chemical Oxygen Demand (Cr),Kannika,09-Dec-12,26.27
Chemical Oxygen Demand (Mn),Kannika,09-Dec-12,4.46
Water temperature,Sakda,09-Dec-12,8
Dissolved oxygen,Sakda,09-Dec-12,9.9
Total hardness,Sakda,09-Dec-12,11.42666667
Total dissolved salts,Sakda,09-Dec-12,355.6666667
Ammonium,Sakda,09-Dec-12,0.1119
Nitrites,Sakda,09-Dec-12,0.0438
Nitrates,Sakda,09-Dec-12,1.5888
Total nitrogen,Sakda,09-Dec-12,2.083333333
Orthophosphate-phosphorus,Sakda,09-Dec-12,0.017366667
Total phosphorus,Sakda,09-Dec-12,0.030666667
Sodium,Sakda,09-Dec-12,22.23333333
Potassium,Sakda,09-Dec-12,3.066666667
Calcium,Sakda,09-Dec-12,47.71666667
Magnesium,Sakda,09-Dec-12,20.57
Sulphates,Sakda,09-Dec-12,35.5
Manganese,Sakda,09-Dec-12,0
Biochemical Oxygen,Sakda,09-Dec-12,2.466666667
Chemical Oxygen Demand (Cr),Sakda,09-Dec-12,27.82
Chemical Oxygen Demand (Mn),Sakda,09-Dec-12,5.64
Water temperature,Achara,10-Dec-12,5
Dissolved oxygen,Achara,10-Dec-12,12.4
Ammonium,Achara,10-Dec-12,0.153
Nitrites,Achara,10-Dec-12,0.045
Nitrates,Achara,10-Dec-12,0.48
Total nitrogen,Achara,10-Dec-12,1
Organic nitrogen,Achara,10-Dec-12,0.27
Orthophosphate-phosphorus,Achara,10-Dec-12,0.231
Total phosphorus,Achara,10-Dec-12,0.445
Silica (SiO2),Achara,10-Dec-12,18.3
Calcium,Achara,10-Dec-12,34.7
Magnesium,Achara,10-Dec-12,4.9
Chlorides,Achara,10-Dec-12,7.2
Zinc,Achara,10-Dec-12,25
Copper,Achara,10-Dec-12,3.1
Chromium,Achara,10-Dec-12,0
Lead,Achara,10-Dec-12,2.4
Cadmium,Achara,10-Dec-12,0.25
Mercury,Achara,10-Dec-12,0
Nickel,Achara,10-Dec-12,0
Arsenic,Achara,10-Dec-12,0
Biochemical Oxygen,Achara,10-Dec-12,2.6
Chemical Oxygen Demand (Cr),Achara,10-Dec-12,23
Chemical Oxygen Demand (Mn),Achara,10-Dec-12,7.4
Water temperature,Boonsri,13-Dec-12,4
Dissolved oxygen,Boonsri,13-Dec-12,11.9
Oxygen saturation,Boonsri,13-Dec-12,93.72
Total hardness,Boonsri,13-Dec-12,4.61
Bicarbonates,Boonsri,13-Dec-12,165.31
Total dissolved salts,Boonsri,13-Dec-12,219
Ammonium,Boonsri,13-Dec-12,0.085
Nitrites,Boonsri,13-Dec-12,0
Nitrates,Boonsri,13-Dec-12,0.892
Orthophosphate-phosphorus,Boonsri,13-Dec-12,0.032
Total phosphorus,Boonsri,13-Dec-12,0.1
Sodium,Boonsri,13-Dec-12,18
Potassium,Boonsri,13-Dec-12,3
Calcium,Boonsri,13-Dec-12,56.67
Magnesium,Boonsri,13-Dec-12,21.34
Chlorides,Boonsri,13-Dec-12,13.89
Sulphates,Boonsri,13-Dec-12,20.53
Iron,Boonsri,13-Dec-12,0.57
Manganese,Boonsri,13-Dec-12,0
Zinc,Boonsri,13-Dec-12,25.3
Copper,Boonsri,13-Dec-12,2.686
Chromium,Boonsri,13-Dec-12,1.59
Lead,Boonsri,13-Dec-12,0
Cadmium,Boonsri,13-Dec-12,0
Mercury,Boonsri,13-Dec-12,0.057
Nickel,Boonsri,13-Dec-12,0
Arsenic,Boonsri,13-Dec-12,0
Total coliforms,Boonsri,13-Dec-12,7
Fecal coliforms,Boonsri,13-Dec-12,0.4
Fecal streptococci ,Boonsri,13-Dec-12,0.034
Water temperature,Decha,15-Dec-12,3
Dissolved oxygen,Decha,15-Dec-12,12.63
Total dissolved salts,Decha,15-Dec-12,258
Ammonium,Decha,15-Dec-12,0.171
Nitrites,Decha,15-Dec-12,0.013
Nitrates,Decha,15-Dec-12,0.716
Total nitrogen,Decha,15-Dec-12,4.48
Orthophosphate-phosphorus,Decha,15-Dec-12,0.034
Total phosphorus,Decha,15-Dec-12,0.137
Calcium,Decha,15-Dec-12,42.85
Magnesium,Decha,15-Dec-12,9.14
Chlorides,Decha,15-Dec-12,19.35
Sulphates,Decha,15-Dec-12,41.19
Cyanides,Decha,15-Dec-12,1.54
Iron,Decha,15-Dec-12,0.3923
Manganese,Decha,15-Dec-12,0.1502
Zinc,Decha,15-Dec-12,188.9
Copper,Decha,15-Dec-12,9.49
Chromium,Decha,15-Dec-12,17
Lead,Decha,15-Dec-12,11.2
Cadmium,Decha,15-Dec-12,0.57
Nickel,Decha,15-Dec-12,4.2
Biochemical Oxygen,Decha,15-Dec-12,2.59
Chemical Oxygen Demand (Cr),Decha,15-Dec-12,25.76
Chemical Oxygen Demand (Mn),Decha,15-Dec-12,9.143
Anionic active surfactants,Decha,15-Dec-12,0
Atrazine,Decha,15-Dec-12,0
"p,p-DDT",Decha,15-Dec-12,0.0025
gamma-Hexachlorocyclohexane,Decha,15-Dec-12,0
Water temperature,Kohsoom,15-Dec-12,4.5
Dissolved oxygen,Kohsoom,15-Dec-12,10.66
Oxygen saturation,Kohsoom,15-Dec-12,85.1
Total hardness,Kohsoom,15-Dec-12,4.1
Bicarbonates,Kohsoom,15-Dec-12,203.9
Total dissolved salts,Kohsoom,15-Dec-12,290
Ammonium,Kohsoom,15-Dec-12,0.325
Nitrites,Kohsoom,15-Dec-12,0.042
Nitrates,Kohsoom,15-Dec-12,1.695
Total nitrogen,Kohsoom,15-Dec-12,3.29
Orthophosphate-phosphorus,Kohsoom,15-Dec-12,0.092
Total phosphorus,Kohsoom,15-Dec-12,0.128
Sodium,Kohsoom,15-Dec-12,23.8
Potassium,Kohsoom,15-Dec-12,4.8
Calcium,Kohsoom,15-Dec-12,61.68
Magnesium,Kohsoom,15-Dec-12,12.34
Chlorides,Kohsoom,15-Dec-12,29.78
Sulphates,Kohsoom,15-Dec-12,47.83
Iron,Kohsoom,15-Dec-12,0.231
Manganese,Kohsoom,15-Dec-12,0.0475
Zinc,Kohsoom,15-Dec-12,5.3
Copper,Kohsoom,15-Dec-12,2.8
Chromium,Kohsoom,15-Dec-12,1.5
Lead,Kohsoom,15-Dec-12,0.92
Cadmium,Kohsoom,15-Dec-12,0
Mercury,Kohsoom,15-Dec-12,0.14
Nickel,Kohsoom,15-Dec-12,2.7
Arsenic,Kohsoom,15-Dec-12,0
Biochemical Oxygen,Kohsoom,15-Dec-12,7.2
Chemical Oxygen Demand (Cr),Kohsoom,15-Dec-12,21.6
Anionic active surfactants,Kohsoom,15-Dec-12,0
Petroleum hydrocarbons,Kohsoom,15-Dec-12,0
Total coliforms,Kohsoom,15-Dec-12,170
Fecal coliforms,Kohsoom,15-Dec-12,4.9
Fecal streptococci ,Kohsoom,15-Dec-12,0.49
Water temperature,Chai,27-Dec-12,5
Dissolved oxygen,Chai,27-Dec-12,11.03
Ammonium,Chai,27-Dec-12,0.115233333
Nitrites,Chai,27-Dec-12,0.016
Nitrates,Chai,27-Dec-12,1.917233333
Total nitrogen,Chai,27-Dec-12,2.453333333
Orthophosphate-phosphorus,Chai,27-Dec-12,0.086466667
Total phosphorus,Chai,27-Dec-12,0.113333333
Biochemical Oxygen,Chai,27-Dec-12,1.826666667
Water temperature,Somchair,30-Dec-12,1
Dissolved oxygen,Somchair,30-Dec-12,8.54
Ammonium,Somchair,30-Dec-12,0.1336
Nitrites,Somchair,30-Dec-12,0.0271
Nitrates,Somchair,30-Dec-12,2.1131
Total nitrogen,Somchair,30-Dec-12,2.72
Orthophosphate-phosphorus,Somchair,30-Dec-12,0.0284
Total phosphorus,Somchair,30-Dec-12,0.038
Biochemical Oxygen,Somchair,30-Dec-12,2.33
Water temperature,Busarakhan,30-Dec-12,1
Dissolved oxygen,Busarakhan,30-Dec-12,9.25
Ammonium,Busarakhan,30-Dec-12,0.1127
Nitrites,Busarakhan,30-Dec-12,0.0334
Nitrates,Busarakhan,30-Dec-12,1.7515
Total nitrogen,Busarakhan,30-Dec-12,2.27
Orthophosphate-phosphorus,Busarakhan,30-Dec-12,0.0329
Total phosphorus,Busarakhan,30-Dec-12,0.061
Biochemical Oxygen,Busarakhan,30-Dec-12,2.03
Water temperature,Somchair,11-Jan-13,1
Dissolved oxygen,Somchair,11-Jan-13,11.21
Total dissolved salts,Somchair,11-Jan-13,514
Ammonium,Somchair,11-Jan-13,0.316
Nitrites,Somchair,11-Jan-13,0.016
Nitrates,Somchair,11-Jan-13,1.84
Total nitrogen,Somchair,11-Jan-13,2.61
Orthophosphate-phosphorus,Somchair,11-Jan-13,0.067
Total phosphorus,Somchair,11-Jan-13,0.094
Dissolved silicates,Somchair,11-Jan-13,5.6
Sodium,Somchair,11-Jan-13,24.3
Potassium,Somchair,11-Jan-13,3.9
Calcium,Somchair,11-Jan-13,63.6
Magnesium,Somchair,11-Jan-13,34.2
Chlorides,Somchair,11-Jan-13,56.8
Sulphates,Somchair,11-Jan-13,39.9
Manganese,Somchair,11-Jan-13,0
Biochemical Oxygen,Somchair,11-Jan-13,2.05
Chemical Oxygen Demand (Cr),Somchair,11-Jan-13,32.76
Chemical Oxygen Demand (Mn),Somchair,11-Jan-13,4.96
Anionic active surfactants,Somchair,11-Jan-13,0
Water temperature,Busarakhan,11-Jan-13,2
Dissolved oxygen,Busarakhan,11-Jan-13,9.78
Total dissolved salts,Busarakhan,11-Jan-13,660
Ammonium,Busarakhan,11-Jan-13,0.084
Nitrites,Busarakhan,11-Jan-13,0.018
Nitrates,Busarakhan,11-Jan-13,1.874
Total nitrogen,Busarakhan,11-Jan-13,2.37
Orthophosphate-phosphorus,Busarakhan,11-Jan-13,0.062
Total phosphorus,Busarakhan,11-Jan-13,0.092
Dissolved silicates,Busarakhan,11-Jan-13,3.9
Sodium,Busarakhan,11-Jan-13,39
Potassium,Busarakhan,11-Jan-13,7.2
Calcium,Busarakhan,11-Jan-13,71.2
Magnesium,Busarakhan,11-Jan-13,32
Chlorides,Busarakhan,11-Jan-13,63.9
Sulphates,Busarakhan,11-Jan-13,64.25
Manganese,Busarakhan,11-Jan-13,0
Biochemical Oxygen,Busarakhan,11-Jan-13,1.06
Chemical Oxygen Demand (Cr),Busarakhan,11-Jan-13,28.08
Chemical Oxygen Demand (Mn),Busarakhan,11-Jan-13,4
Anionic active surfactants,Busarakhan,11-Jan-13,0
Water temperature,Kannika,11-Jan-13,1.5
Dissolved oxygen,Kannika,11-Jan-13,12.2
Total dissolved salts,Kannika,11-Jan-13,307.3333333
Ammonium,Kannika,11-Jan-13,0.109
Nitrites,Kannika,11-Jan-13,0.041333333
Nitrates,Kannika,11-Jan-13,1.703333333
Total nitrogen,Kannika,11-Jan-13,2.223333333
Orthophosphate-phosphorus,Kannika,11-Jan-13,0.093333333
Total phosphorus,Kannika,11-Jan-13,0.124666667
Dissolved silicates,Kannika,11-Jan-13,2.07
Sodium,Kannika,11-Jan-13,18.23333333
Potassium,Kannika,11-Jan-13,3.333333333
Calcium,Kannika,11-Jan-13,50
Magnesium,Kannika,11-Jan-13,18.93333333
Chlorides,Kannika,11-Jan-13,30.76666667
Manganese,Kannika,11-Jan-13,0
Biochemical Oxygen,Kannika,11-Jan-13,3.733333333
Chemical Oxygen Demand (Cr),Kannika,11-Jan-13,28.08
Chemical Oxygen Demand (Mn),Kannika,11-Jan-13,3.893333333
Anionic active surfactants,Kannika,11-Jan-13,0
Water temperature,Sakda,11-Jan-13,1.2
Dissolved oxygen,Sakda,11-Jan-13,10.5
Total dissolved salts,Sakda,11-Jan-13,309
Ammonium,Sakda,11-Jan-13,0.280666667
Nitrites,Sakda,11-Jan-13,0.023333333
Nitrates,Sakda,11-Jan-13,1.823333333
Total nitrogen,Sakda,11-Jan-13,2.553333333
Orthophosphate-phosphorus,Sakda,11-Jan-13,0.082
Total phosphorus,Sakda,11-Jan-13,0.122333333
Dissolved silicates,Sakda,11-Jan-13,2.173333333
Sodium,Sakda,11-Jan-13,17.9
Potassium,Sakda,11-Jan-13,3.233333333
Calcium,Sakda,11-Jan-13,53.73333333
Magnesium,Sakda,11-Jan-13,17.46666667
Chlorides,Sakda,11-Jan-13,33.13333333
Manganese,Sakda,11-Jan-13,0
Biochemical Oxygen,Sakda,11-Jan-13,3.033333333
Chemical Oxygen Demand (Cr),Sakda,11-Jan-13,24.96
Chemical Oxygen Demand (Mn),Sakda,11-Jan-13,3.36
Anionic active surfactants,Sakda,11-Jan-13,0
Water temperature,Chai,12-Jan-13,3
Dissolved oxygen,Chai,12-Jan-13,10.87
Total dissolved salts,Chai,12-Jan-13,361
Ammonium,Chai,12-Jan-13,0.121333333
Nitrites,Chai,12-Jan-13,0.020333333
Nitrates,Chai,12-Jan-13,2.129
Total nitrogen,Chai,12-Jan-13,2.723333333
